snp	daf	PSV	candidate	enrichment
549009	0.208333	1	0	0
549332	0.325000	1	0	0
550002	0.291667	1	0	0
550043	0.291667	1	0	0
550355	0.325000	1	1	0
550368	0.208333	1	0	0
550548	0.291667	1	0	0
550568	0.291667	1	0	0
550960	0.291667	1	0	0
551330	0.325000	1	0	0
552252	0.266667	1	0	0
552764	0.291667	1	0	0
552928	0.383333	1	0	0
552954	0.291667	1	0	0
553065	0.266667	1	1	0
553474	0.291667	1	0	0
553693	0.266667	1	1	0
553971	0.383333	1	0	0
554315	0.616667	1	0	0
554556	0.616667	1	0	0
556204	0.300000	1	0	0
556335	0.333333	1	0	0
556663	0.366667	1	0	0
557122	0.441667	1	0	0
557538	0.266667	1	1	0
559644	0.266667	1	0	0
559862	0.250000	1	0	0
560558	0.866667	1	0	0
561161	0.616667	1	0	0
561723	0.808333	1	0	0
561742	0.808333	1	0	0
562120	0.808333	1	0	0
562433	0.791667	1	0	0
563854	0.850000	1	0	0
564498	0.216667	1	0	0
564713	0.266667	1	0	0
565785	0.700000	1	0	0
566199	0.700000	1	0	0
566264	0.466667	1	1	0
566400	0.700000	1	0	0
567008	0.233333	1	0	0
567982	0.466667	1	0	0
569505	0.466667	1	0	0
570564	0.700000	1	0	0
570752	0.266667	1	0	0
570784	0.700000	1	0	0
571239	0.700000	1	0	0
571281	0.266667	1	0	0
572452	0.700000	1	0	0
573154	0.700000	1	0	0
573380	0.466667	1	0	0
574501	0.700000	1	0	0
574732	0.266667	1	0	0
575293	0.458333	1	0	0
575342	0.766667	1	0	0
575382	0.766667	1	0	0
576178	0.766667	1	0	0
577673	0.766667	1	0	0
577692	0.525000	1	0	0
577701	0.766667	1	0	0
578157	0.533333	1	0	0
578195	0.525000	1	0	0
579167	0.525000	1	0	0
580212	0.266667	1	0	0
582181	0.766667	1	0	0
582205	0.900000	1	0	0
583589	0.233333	1	0	0
585027	0.633333	1	0	0
585162	0.900000	1	0	0
585217	0.900000	1	0	0
585366	0.900000	1	0	0
585553	0.633333	1	0	0
586752	0.266667	1	0	0
587118	0.266667	1	0	0
587847	0.633333	1	0	0
588608	0.633333	1	0	0
588810	0.900000	1	0	0
588937	0.633333	1	0	0
589519	0.450000	1	1	0
590200	0.450000	1	1	0
590217	0.900000	1	0	0
590408	0.650000	1	0	0
590817	0.241667	1	0	0
591796	0.925000	1	0	0
592647	0.925000	1	0	0
593061	0.500000	1	0	0
593954	0.375000	1	0	0
595387	0.458333	1	0	0
595468	0.433333	1	0	0
595605	0.433333	1	0	0
595884	0.258333	1	0	0
596723	0.266667	1	0	0
597310	0.391667	1	0	0
597514	0.891667	1	0	0
599435	0.466667	1	0	0
599616	0.408333	1	0	0
599678	0.258333	1	0	0
599820	0.875000	1	0	0
600849	0.283333	1	0	0
601771	0.466667	1	0	0
601786	0.466667	1	0	0
602175	0.575000	1	0	0
603313	0.233333	1	0	0
608966	0.291667	1	0	0
609022	0.433333	1	0	0
609029	0.291667	1	0	0
609921	0.266667	1	0	0
610225	0.266667	1	0	0
611797	0.441667	1	0	0
616252	0.433333	1	0	0
618371	0.266667	1	0	0
618565	0.383333	1	0	0
618822	0.441667	1	0	0
621781	0.316667	1	0	0
621883	0.533333	1	0	0
622156	0.425000	1	0	0
622195	0.425000	1	0	0
623897	0.425000	1	0	0
624235	0.425000	1	0	0
626633	0.425000	1	0	0
626918	0.216667	1	0	0
626940	0.208333	1	0	0
633608	0.250000	1	0	0
633848	0.216667	1	0	0
634277	0.250000	1	0	0
634359	0.466667	1	0	0
634744	0.216667	1	0	0
636226	0.250000	1	0	0
641381	0.208333	1	0	0
641542	0.283333	1	0	0
642339	0.266667	1	0	0
642557	0.291667	1	0	0
642646	0.708333	1	0	0
642697	0.291667	1	0	0
642936	0.708333	1	0	0
643178	0.266667	1	0	0
643862	0.233333	1	0	0
643899	0.833333	1	0	0
644319	0.816667	1	0	0
644653	0.350000	1	0	0
645069	0.933333	1	0	0
646760	0.458333	1	0	0
650070	0.416667	1	0	0
650847	0.250000	1	0	0
652505	0.741667	1	0	0
652653	0.433333	1	0	0
652706	0.225000	1	0	0
653360	0.391667	1	0	0
653725	0.258333	1	0	0
654569	0.283333	1	0	0
655092	0.366667	1	0	0
655353	0.225000	1	0	0
655791	0.366667	1	0	0
656632	0.283333	1	0	0
656685	0.316667	1	0	0
656897	0.716667	1	0	0
657091	0.283333	1	0	0
657142	0.716667	1	0	0
658333	0.616667	1	0	0
658593	0.900000	1	0	0
660416	0.908333	1	0	0
660693	0.908333	1	0	0
660811	0.908333	1	0	0
660849	0.908333	1	0	0
661231	0.266667	1	0	0
661728	0.908333	1	0	0
662304	0.908333	1	0	0
663912	0.358333	1	0	0
664804	0.583333	1	0	0
664965	0.908333	1	0	0
665696	0.591667	1	0	0
666054	0.866667	1	0	0
666190	0.866667	1	0	0
666332	0.866667	1	0	0
667155	0.866667	1	0	0
668155	0.800000	1	0	0
668414	0.800000	1	0	0
668959	0.800000	1	0	0
669593	0.800000	1	0	0
671284	0.800000	1	0	0
672999	0.808333	1	0	0
673763	0.808333	1	0	0
673990	0.808333	1	0	0
674295	0.275000	1	0	0
674847	0.808333	1	0	0
675531	0.208333	1	0	0
678443	0.750000	1	0	0
680452	0.750000	1	0	0
680515	0.750000	1	0	0
681124	0.750000	1	0	0
681134	0.750000	1	0	0
681143	0.250000	1	0	0
681293	0.275000	1	0	0
681826	0.750000	1	0	0
682222	0.741667	1	0	0
682833	0.641667	1	0	0
683884	0.841667	1	0	0
683957	0.533333	1	0	0
684039	0.683333	1	0	0
684362	0.650000	1	0	0
685418	0.550000	1	0	0
685811	0.550000	1	0	0
688222	0.833333	1	0	0
690005	0.841667	1	0	0
692024	0.741667	1	0	0
695913	0.841667	1	0	0
695940	0.841667	1	0	0
699177	0.408333	1	0	0
704771	0.483333	1	0	0
705317	0.450000	1	0	0
705346	0.450000	1	0	0
705495	0.483333	1	0	0
706462	0.516667	1	0	0
706514	0.300000	1	0	0
707252	0.633333	1	0	0
707259	0.300000	1	0	0
707468	0.225000	1	0	0
707859	0.633333	1	0	0
709769	0.583333	1	0	0
710226	0.866667	1	0	0
710385	0.683333	1	0	0
713129	0.208333	1	0	0
716753	0.816667	1	0	0
717605	0.325000	1	0	0
717672	0.816667	1	0	0
719291	0.675000	1	0	0
719326	0.325000	1	0	0
719772	0.341667	1	0	0
720079	0.658333	1	0	0
720396	0.341667	1	0	0
720556	0.658333	1	0	0
721898	0.341667	1	0	0
722474	0.341667	1	0	0
722870	0.341667	1	0	0
723037	0.658333	1	0	0
723065	0.341667	1	0	0
723656	0.658333	1	0	0
724118	0.341667	1	0	0
724573	0.341667	1	0	0
724627	0.341667	1	0	0
725278	0.341667	1	0	0
725650	0.658333	1	0	0
726258	0.341667	1	0	0
726611	0.658333	1	0	0
727137	0.658333	1	0	0
727313	0.341667	1	0	0
727472	0.658333	1	0	0
727674	0.658333	1	0	0
727882	0.658333	1	0	0
728021	0.341667	1	0	0
728145	0.341667	1	0	0
728211	0.658333	1	0	0
728308	0.658333	1	0	0
728411	0.658333	1	0	0
728721	0.341667	1	0	0
729500	0.208333	1	0	0
730215	0.591667	1	0	0
730601	0.408333	1	0	0
734053	0.408333	1	0	0
734071	0.400000	1	0	0
734096	0.408333	1	0	0
736788	0.425000	1	0	0
736820	0.250000	1	0	0
737983	0.441667	1	0	0
737996	0.366667	1	0	0
738291	0.383333	1	0	0
738835	0.366667	1	0	0
739837	0.366667	1	0	0
740044	0.366667	1	0	0
741377	0.500000	1	0	0
741808	0.500000	1	0	0
741927	0.366667	1	0	0
742136	0.500000	1	0	0
742993	0.200000	1	0	0
743534	0.200000	1	0	0
743625	0.400000	1	0	0
743841	0.200000	1	0	0
744360	0.400000	1	0	0
745872	0.416667	1	0	0
746948	0.508333	1	0	0
748648	0.441667	1	0	0
748756	0.441667	1	0	0
751196	0.350000	1	0	0
751272	0.291667	1	0	0
751602	0.208333	1	0	0
752759	0.458333	1	0	0
753206	0.383333	1	0	0
753683	0.383333	1	0	0
753895	0.300000	1	0	0
756091	0.216667	1	0	0
757237	0.216667	1	0	0
758096	0.375000	1	0	0
760130	0.616667	1	0	0
761146	0.300000	1	0	0
762126	0.383333	1	0	0
765627	0.216667	1	0	0
766646	0.400000	1	0	0
767302	0.400000	1	0	0
767911	0.400000	1	0	0
770072	0.383333	1	0	0
770712	0.283333	1	0	0
771498	0.616667	1	0	0
771873	0.300000	1	0	0
772877	0.325000	1	0	0
773436	0.383333	1	0	0
776429	0.383333	1	0	0
776527	0.300000	1	0	0
776600	0.383333	1	0	0
777061	0.325000	1	0	0
777753	0.300000	1	0	0
778701	0.216667	1	0	0
782675	0.616667	1	0	0
783344	0.383333	1	0	0
785206	0.283333	1	0	0
786871	0.366667	1	0	0
788788	0.266667	1	0	0
789826	0.300000	1	0	0
790858	0.891667	1	0	0
792415	0.300000	1	0	0
792827	0.291667	1	0	0
794187	0.291667	1	0	0
795309	0.375000	1	0	0
795899	0.283333	1	0	0
797128	0.375000	1	0	0
800664	0.583333	1	0	0
801235	0.575000	1	0	0
801799	0.575000	1	0	0
807210	0.725000	1	0	0
807656	0.216667	1	0	0
808102	0.658333	1	0	0
808312	0.900000	1	0	0
809832	0.300000	1	0	0
810558	0.300000	1	0	0
813270	0.733333	1	0	0
813634	0.475000	1	1	0
813734	0.400000	1	0	0
815434	0.383333	1	0	0
817315	0.275000	1	0	0
818199	0.850000	1	0	0
818414	0.891667	1	0	0
822217	0.716667	1	0	0
822428	0.775000	1	0	0
823027	0.275000	1	0	0
823202	0.275000	1	0	0
823202	0.775000	1	0	0
826465	0.800000	1	0	0
826530	0.800000	1	0	0
826634	0.575000	1	0	0
827406	0.800000	1	0	0
827787	0.800000	1	0	0
829188	0.575000	1	0	0
829286	0.575000	1	0	0
829849	0.800000	1	0	0
831685	0.283333	1	0	0
832669	0.250000	1	0	0
833552	0.366667	1	0	0
836020	0.516667	1	0	0
836081	0.591667	1	0	0
837389	0.300000	1	0	0
837918	0.375000	1	0	0
838064	0.625000	1	0	0
838402	0.625000	1	0	0
838488	0.625000	1	0	0
839075	0.625000	1	0	0
839959	0.550000	1	1	0
841296	0.375000	1	0	0
841852	0.358333	1	0	0
841935	0.641667	1	0	0
842056	0.358333	1	0	0
843377	0.358333	1	0	0
844002	0.708333	1	0	0
844008	0.516667	1	1	0
845072	0.691667	1	0	0
846713	0.200000	1	0	0
846733	0.358333	1	0	0
847632	0.725000	1	0	0
847733	0.200000	1	0	0
848296	0.625000	1	0	0
848721	0.558333	1	0	0
850004	0.208333	1	0	0
851725	0.341667	1	0	0
852311	0.283333	1	0	0
852335	0.658333	1	0	0
852436	0.283333	1	0	0
852511	0.658333	1	0	0
852763	0.341667	1	0	0
853262	0.333333	1	0	0
854189	0.650000	1	0	0
854212	0.350000	1	0	0
854227	0.650000	1	0	0
855170	0.350000	1	0	0
855613	0.650000	1	0	0
855617	0.258333	1	0	0
855786	0.300000	1	0	0
856148	0.350000	1	0	0
861032	0.308333	1	0	0
862236	0.408333	1	0	0
862415	0.250000	1	0	0
862744	0.200000	1	0	0
866437	0.550000	1	0	0
867604	0.241667	1	0	0
871444	0.241667	1	0	0
876104	0.250000	1	0	0
877525	0.250000	1	0	0
881212	0.225000	1	0	0
882193	0.483333	1	0	0
885723	0.308333	1	0	0
888938	0.691667	1	0	0
889037	0.266667	1	0	0
889976	0.233333	1	0	0
890821	0.308333	1	0	0
893567	0.291667	1	0	0
893662	0.250000	1	0	0
895515	0.450000	1	0	0
896051	0.450000	1	0	0
897101	0.450000	1	0	0
897230	0.258333	1	0	0
899693	0.291667	1	0	0
899751	0.516667	1	0	0
900169	0.225000	1	0	0
903456	0.225000	1	0	0
903471	0.291667	1	0	0
903682	0.225000	1	0	0
904802	0.225000	1	0	0
904954	0.225000	1	0	0
904975	0.225000	1	0	0
905261	0.225000	1	0	0
906773	0.225000	1	0	0
907005	0.291667	1	0	0
907030	0.291667	1	0	0
907722	0.225000	1	0	0
908254	0.200000	1	0	0
909361	0.458333	1	0	0
910109	0.225000	1	0	0
910350	0.200000	1	0	0
910826	0.316667	1	0	0
911132	0.225000	1	0	0
911953	0.316667	1	0	0
913389	0.225000	1	0	0
917105	0.283333	1	0	0
918167	0.383333	1	1	0
919046	0.383333	1	1	0
919301	0.225000	1	0	0
921264	0.333333	1	0	0
922355	0.300000	1	0	0
923732	0.266667	1	0	0
923912	0.225000	1	0	0
924196	0.366667	1	0	0
924341	0.225000	1	0	0
924374	0.366667	1	0	0
928950	0.225000	1	0	0
931773	0.366667	1	0	0
932983	0.225000	1	0	0
934238	0.225000	1	0	0
934349	0.225000	1	0	0
934721	0.325000	1	1	0
934750	0.333333	1	0	0
936463	0.333333	1	0	0
936894	0.366667	1	0	0
940289	0.300000	1	0	0
941287	0.366667	1	0	0
942009	0.350000	1	0	0
942622	0.216667	1	0	0
943243	0.350000	1	0	0
944541	0.691667	1	0	0
946700	0.308333	1	0	0
949218	0.308333	1	0	0
950300	0.216667	1	0	0
951042	0.216667	1	0	0
954257	0.308333	1	0	0
954701	0.216667	1	0	0
955050	0.308333	1	0	0
958454	0.216667	1	0	0
958912	0.233333	1	0	0
960509	0.216667	1	0	0
961409	0.308333	1	0	0
962852	0.375000	1	0	0
964150	0.375000	1	0	0
964521	0.216667	1	0	0
964784	0.283333	1	0	0
965102	0.216667	1	0	0
966463	0.308333	1	0	0
966918	0.283333	1	0	0
966925	0.308333	1	0	0
966935	0.308333	1	0	0
967354	0.283333	1	0	0
967467	0.316667	1	0	0
968213	0.308333	1	0	0
969349	0.216667	1	0	0
969655	0.216667	1	0	0
970350	0.316667	1	0	0
970821	0.375000	1	0	0
971037	0.308333	1	0	0
974482	0.283333	1	0	0
974584	0.316667	1	0	0
974619	0.375000	1	0	0
974992	0.216667	1	0	0
975477	0.283333	1	0	0
976993	0.316667	1	0	0
977536	0.308333	1	0	0
977896	0.308333	1	0	0
979166	0.316667	1	1	0
979250	0.308333	1	0	0
979441	0.308333	1	0	0
980468	0.216667	1	0	0
980977	0.325000	1	0	0
981301	0.308333	1	1	0
982109	0.308333	1	1	0
982917	0.325000	1	0	0
986850	0.283333	1	0	0
988549	0.925000	1	0	0
988866	0.283333	1	0	0
988961	0.200000	1	0	0
989341	0.350000	1	0	0
989633	0.216667	1	0	0
995134	0.441667	1	0	0
998853	0.441667	1	0	0
999011	0.333333	1	0	0
999797	0.241667	1	0	0
1003230	0.366667	1	0	0
1006766	0.316667	1	0	0
1007579	0.391667	1	0	0
1007756	0.391667	1	0	0
1008086	0.391667	1	0	0
1008486	0.391667	1	0	0
1008653	0.608333	1	0	0
1008689	0.608333	1	0	0
1009020	0.450000	1	0	0
1009097	0.450000	1	0	0
1009196	0.458333	1	0	0
1009444	0.583333	1	0	0
1009813	0.558333	1	0	0
1009854	0.233333	1	0	0
1009918	0.291667	1	0	0
1010018	0.350000	1	0	0
1011106	0.250000	1	0	0
1012216	0.633333	1	0	0
1013461	0.258333	1	0	0
1014016	0.366667	1	0	0
1014084	0.366667	1	0	0
1014563	0.225000	1	0	0
1014945	0.558333	1	0	0
1015020	0.700000	1	0	0
1015709	0.533333	1	0	0
1016014	0.525000	1	0	0
1016450	0.458333	1	0	0
1018550	0.308333	1	0	0
1018806	0.458333	1	0	0
1019275	0.225000	1	0	0
1020148	0.483333	1	0	0
1020298	0.516667	1	0	0
1020790	0.441667	1	0	0
1020865	0.558333	1	0	0
1021050	0.558333	1	0	0
1021413	0.558333	1	0	0
1021918	0.558333	1	0	0
1022943	0.558333	1	0	0
1023418	0.441667	1	0	0
1023511	0.225000	1	0	0
1023953	0.325000	1	0	0
1024057	0.441667	1	0	0
1024573	0.558333	1	0	0
1026481	0.583333	1	0	0
1026566	0.416667	1	0	0
1028094	0.350000	1	0	0
1028223	0.416667	1	0	0
1028288	0.416667	1	0	0
1028826	0.575000	1	0	0
1028977	0.625000	1	0	0
1029027	0.391667	1	0	0
1030518	0.591667	1	0	0
1030546	0.591667	1	0	0
1030768	0.350000	1	0	0
1030942	0.591667	1	0	0
1031870	0.408333	1	0	0
1032066	0.591667	1	0	0
1032148	0.225000	1	0	0
1032167	0.266667	1	0	0
1032536	0.408333	1	0	0
1032843	0.408333	1	0	0
1033348	0.266667	1	0	0
1033468	0.266667	1	0	0
1033496	0.266667	1	0	0
1034813	0.275000	1	0	0
1036292	0.241667	1	0	0
1036390	0.758333	1	0	0
1036554	0.241667	1	0	0
1036968	0.758333	1	0	0
1037080	0.241667	1	0	0
1037966	0.233333	1	0	0
1038100	0.233333	1	0	0
1038510	0.233333	1	0	0
1038777	0.766667	1	0	0
1038826	0.233333	1	0	0
1039349	0.233333	1	0	0
1039867	0.233333	1	0	0
1040019	0.233333	1	0	0
1040977	0.233333	1	0	0
1040986	0.233333	1	0	0
1041418	0.766667	1	0	0
1041519	0.233333	1	0	0
1041519	0.766667	1	0	0
1041854	0.766667	1	0	0
1042006	0.233333	1	0	0
1042244	0.766667	1	0	0
1042623	0.233333	1	0	0
1042651	0.233333	1	0	0
1042870	0.233333	1	0	0
1043127	0.766667	1	0	0
1043169	0.341667	1	0	0
1043232	0.233333	1	0	0
1043320	0.233333	1	0	0
1043548	0.341667	1	0	0
1044154	0.233333	1	0	0
1044360	0.766667	1	0	0
1044384	0.233333	1	0	0
1044871	0.766667	1	0	0
1045360	0.216667	1	0	0
1045566	0.233333	1	0	0
1045861	0.733333	1	0	0
1045867	0.733333	1	0	0
1046405	0.733333	1	0	0
1046458	0.208333	1	0	0
1046571	0.733333	1	0	0
1046694	0.266667	1	0	0
1047921	0.725000	1	0	0
1049030	0.750000	1	0	0
1049216	0.750000	1	0	0
1049995	0.750000	1	0	0
1050465	0.750000	1	0	0
1050817	0.308333	1	0	0
1051211	0.308333	1	0	0
1051416	0.691667	1	0	0
1051534	0.691667	1	0	0
1052074	0.691667	1	0	0
1053505	0.308333	1	0	0
1053741	0.300000	1	0	0
1053959	0.308333	1	0	0
1054753	0.691667	1	0	0
1054845	0.241667	1	0	0
1055740	0.300000	1	0	0
1056864	0.308333	1	0	0
1057144	0.308333	1	0	0
1057700	0.308333	1	0	0
1057757	0.308333	1	0	0
1058267	0.300000	1	0	0
1058417	0.300000	1	0	0
1059188	0.308333	1	0	0
1059487	0.308333	1	0	0
1060569	0.691667	1	0	0
1060613	0.216667	1	0	0
1061569	0.300000	1	1	0
1061739	0.216667	1	0	0
1061846	0.308333	1	0	0
1061976	0.308333	1	0	0
1063239	0.300000	1	0	0
1063481	0.700000	1	0	0
1064051	0.700000	1	0	0
1064172	0.300000	1	0	0
1065617	0.700000	1	0	0
1065703	0.700000	1	0	0
1066188	0.300000	1	0	0
1066242	0.700000	1	0	0
1066753	0.700000	1	0	0
1067189	0.300000	1	0	0
1067462	0.216667	1	0	0
1068040	0.300000	1	0	0
1068177	0.300000	1	0	0
1069185	0.700000	1	0	0
1069784	0.700000	1	0	0
1070807	0.300000	1	0	0
1070925	0.325000	1	1	0
1071196	0.675000	1	0	0
1072624	0.216667	1	0	0
1072810	0.350000	1	0	0
1072998	0.350000	1	0	0
1073162	0.650000	1	0	0
1074258	0.291667	1	0	0
1074945	0.308333	1	0	0
1076174	0.700000	1	0	0
1076213	0.300000	1	0	0
1076410	0.700000	1	0	0
1076680	0.241667	1	0	0
1077035	0.250000	1	0	0
1078017	0.800000	1	0	0
1078696	0.250000	1	0	0
1080901	0.300000	1	0	0
1081308	0.875000	1	0	0
1081858	0.250000	1	0	0
1082685	0.533333	1	0	0
1082829	0.916667	1	0	0
1083283	0.533333	1	0	0
1084494	0.533333	1	0	0
1085268	0.308333	1	0	0
1086124	0.916667	1	0	0
1087884	0.916667	1	0	0
1090001	0.916667	1	0	0
1091877	0.916667	1	0	0
1092752	0.308333	1	0	0
1094457	0.533333	1	0	0
1094579	0.533333	1	0	0
1094620	0.241667	1	0	0
1096672	0.241667	1	0	0
1098741	0.941667	1	0	0
1098800	0.266667	1	0	0
1099531	0.941667	1	0	0
1099586	0.483333	1	0	0
1100120	0.241667	1	0	0
1100700	0.483333	1	0	0
1102459	0.941667	1	0	0
1102817	0.941667	1	0	0
1103767	0.408333	1	0	0
1104179	0.333333	1	0	0
1104706	0.491667	1	0	0
1104893	0.266667	1	0	0
1105166	0.408333	1	0	0
1105561	0.408333	1	0	0
1106181	0.266667	1	0	0
1106377	0.408333	1	0	0
1107530	0.408333	1	0	0
1107783	0.941667	1	0	0
1108218	0.408333	1	0	0
1109741	0.266667	1	0	0
1110096	0.491667	1	0	0
1111407	0.941667	1	0	0
1111777	0.941667	1	0	0
1113092	0.900000	1	0	0
1114135	0.941667	1	0	0
1114204	0.900000	1	0	0
1114503	0.941667	1	0	0
1115106	0.491667	1	0	0
1115276	0.900000	1	0	0
1115853	0.233333	1	0	0
1116982	0.333333	1	0	0
1119239	0.266667	1	0	0
1119539	0.466667	1	0	0
1119732	0.250000	1	0	0
1120095	0.466667	1	0	0
1120111	0.466667	1	0	0
1120489	0.466667	1	0	0
1120773	0.241667	1	0	0
1121096	0.250000	1	0	0
1121903	0.358333	1	0	0
1122514	0.750000	1	0	0
1123651	0.250000	1	0	0
1123726	0.250000	1	0	0
1123829	0.400000	1	0	0
1123885	0.358333	1	0	0
1124285	0.250000	1	0	0
1125277	0.750000	1	0	0
1125914	0.750000	1	0	0
1126036	0.750000	1	0	0
1126107	0.750000	1	0	0
1126389	0.250000	1	0	0
1126908	0.250000	1	0	0
1127280	0.250000	1	0	0
1127744	0.250000	1	0	0
1127809	0.358333	1	0	0
1128280	0.250000	1	0	0
1129005	0.358333	1	0	0
1129345	0.250000	1	0	0
1129361	0.250000	1	0	0
1129790	0.250000	1	0	0
1130812	0.750000	1	0	0
1130974	0.250000	1	0	0
1130981	0.350000	1	0	0
1131260	0.350000	1	0	0
1132295	0.350000	1	0	0
1132300	0.350000	1	0	0
1133477	0.250000	1	0	0
1134164	0.750000	1	0	0
1134416	0.250000	1	0	0
1136161	0.250000	1	0	0
1137378	0.250000	1	0	0
1137647	0.325000	1	0	0
1137893	0.333333	1	0	0
1138459	0.750000	1	0	0
1139812	0.250000	1	0	0
1140133	0.250000	1	0	0
1141014	0.333333	1	0	0
1141423	0.750000	1	0	0
1141698	0.250000	1	0	0
1142557	0.250000	1	0	0
1142733	0.750000	1	0	0
1143385	0.750000	1	0	0
1143636	0.750000	1	0	0
1144860	0.750000	1	0	0
1145589	0.233333	1	0	0
1145861	0.325000	1	0	0
1146034	0.325000	1	0	0
1146172	0.325000	1	0	0
1146286	0.233333	1	0	0
1147164	0.233333	1	0	0
1147938	0.766667	1	0	0
1149038	0.233333	1	0	0
1149322	0.766667	1	0	0
1150107	0.233333	1	0	0
1152063	0.233333	1	0	0
1152737	0.766667	1	0	0
1153242	0.233333	1	0	0
1153901	0.250000	1	0	0
1154126	0.233333	1	0	0
1154781	0.350000	1	0	0
1154882	0.350000	1	0	0
1155437	0.233333	1	0	0
1155769	0.233333	1	0	0
1155793	0.416667	1	0	0
1155875	0.766667	1	0	0
1156635	0.325000	1	0	0
1156987	0.350000	1	0	0
1159063	0.233333	1	0	0
1159134	0.766667	1	0	0
1159451	0.233333	1	0	0
1159665	0.233333	1	0	0
1162359	0.466667	1	0	0
1162876	0.291667	1	0	0
1163128	0.291667	1	0	0
1163593	0.233333	1	0	0
1163624	0.466667	1	0	0
1163807	0.466667	1	0	0
1163992	0.233333	1	0	0
1164860	0.233333	1	0	0
1165194	0.466667	1	0	0
1165375	0.300000	1	0	0
1165644	0.291667	1	0	0
1165709	0.466667	1	0	0
1166035	0.533333	1	0	0
1166293	0.233333	1	0	0
1167153	0.533333	1	0	0
1167441	0.208333	1	0	0
1167688	0.533333	1	0	0
1168395	0.466667	1	0	0
1168673	0.233333	1	0	0
1168746	0.466667	1	0	0
1169019	0.533333	1	0	0
1169625	0.300000	1	0	0
1169729	0.233333	1	0	0
1169998	0.350000	1	0	0
1170072	0.466667	1	0	0
1170346	0.233333	1	0	0
1171712	0.350000	1	0	0
1171849	0.233333	1	0	0
1171975	0.466667	1	0	0
1172613	0.233333	1	0	0
1172743	0.233333	1	0	0
1172864	0.300000	1	0	0
1172990	0.300000	1	0	0
1173039	0.466667	1	0	0
1174129	0.233333	1	0	0
1174966	0.466667	1	0	0
1175083	0.300000	1	0	0
1175143	0.466667	1	0	0
1175410	0.300000	1	0	0
1175432	0.291667	1	0	0
1175622	0.533333	1	0	0
1175794	0.300000	1	0	0
1176970	0.233333	1	0	0
1177058	0.300000	1	0	0
1177070	0.300000	1	0	0
1177475	0.533333	1	0	0
1177993	0.300000	1	0	0
1179124	0.233333	1	0	0
1179494	0.300000	1	0	0
1179860	0.291667	1	0	0
1180116	0.350000	1	0	0
1180358	0.350000	1	0	0
1181031	0.350000	1	0	0
1181996	0.250000	1	0	0
1182464	0.533333	1	0	0
1182704	0.233333	1	0	0
1183178	0.233333	1	0	0
1183478	0.233333	1	0	0
1183573	0.233333	1	0	0
1183808	0.533333	1	0	0
1184440	0.533333	1	0	0
1184644	0.291667	1	0	0
1184757	0.466667	1	0	0
1184874	0.233333	1	0	0
1185328	0.533333	1	0	0
1185684	0.466667	1	0	0
1185792	0.533333	1	0	0
1185910	0.466667	1	0	0
1186230	0.533333	1	0	0
1186523	0.466667	1	0	0
1187195	0.233333	1	0	0
1187309	0.233333	1	0	0
1187422	0.233333	1	0	0
1188374	0.300000	1	0	0
1189060	0.233333	1	0	0
1189205	0.533333	1	0	0
1189877	0.350000	1	0	0
1190778	0.233333	1	0	0
1191258	0.233333	1	0	0
1191926	0.466667	1	0	0
1192480	0.466667	1	0	0
1192791	0.300000	1	0	0
1192797	0.233333	1	0	0
1192890	0.300000	1	0	0
1192894	0.350000	1	0	0
1193047	0.291667	1	0	0
1193756	0.350000	1	0	0
1193822	0.466667	1	0	0
1195947	0.250000	1	0	0
1196538	0.250000	1	0	0
1197250	0.291667	1	0	0
1197473	0.350000	1	0	0
1197890	0.233333	1	0	0
1198094	0.533333	1	0	0
1198601	0.233333	1	0	0
1199344	0.233333	1	0	0
1199764	0.300000	1	0	0
1199967	0.325000	1	0	0
1201128	0.233333	1	1	0
1201191	0.350000	1	0	0
1201324	0.233333	1	1	0
1201594	0.300000	1	0	0
1201733	0.350000	1	0	0
1202291	0.233333	1	1	0
1202517	0.350000	1	0	0
1203737	0.233333	1	0	0
1205990	0.233333	1	0	0
1206583	0.300000	1	0	0
1207296	0.300000	1	0	0
1207600	0.466667	1	0	0
1209569	0.350000	1	0	0
1209829	0.233333	1	0	0
1210041	0.300000	1	0	0
1210678	0.533333	1	0	0
1211180	0.466667	1	0	0
1211615	0.466667	1	0	0
1211769	0.233333	1	0	0
1211773	0.233333	1	0	0
1211801	0.466667	1	0	0
1212184	0.291667	1	0	0
1212498	0.466667	1	0	0
1212790	0.233333	1	0	0
1213960	0.233333	1	0	0
1214304	0.300000	1	0	0
1214390	0.466667	1	0	0
1214476	0.533333	1	0	0
1214672	0.291667	1	0	0
1215425	0.233333	1	0	0
1215873	0.233333	1	0	0
1216222	0.325000	1	0	0
1216639	0.233333	1	0	0
1217403	0.250000	1	0	0
1218530	0.350000	1	0	0
1219236	0.533333	1	0	0
1219541	0.466667	1	0	0
1219608	0.533333	1	0	0
1219822	0.233333	1	0	0
1220946	0.233333	1	0	0
1222238	0.233333	1	0	0
1222918	0.233333	1	0	0
1223468	0.300000	1	0	0
1223530	0.233333	1	0	0
1223664	0.466667	1	0	0
1223808	0.250000	1	0	0
1224028	0.300000	1	0	0
1224691	0.350000	1	0	0
1224792	0.300000	1	0	0
1224884	0.466667	1	0	0
1225132	0.466667	1	0	0
1225138	0.350000	1	0	0
1226086	0.533333	1	0	0
1226165	0.291667	1	0	0
